speed,acceleration,brake_force,steering_rate,following_distance,blink_frequency,risk_score,risk_label
47.6,-0.89,0.116,1.1,26.9,12.5,0.0532,0
111.7,0.48,0.0,10.9,82.6,19.8,0.0349,0
69.6,4.67,0.005,8.1,7.4,11.4,0.1215,1
79.2,-0.74,0.117,16.2,5.3,7.3,0.087,0
87.3,0.83,0.003,23.9,1.3,36.7,0.3228,2
42.1,4.19,0.007,12.3,15.9,28.8,0.1167,1
66.8,-2.97,0.383,3.6,58.8,20.2,0.0635,0
28.0,2.4,0.002,4.0,57.6,28.6,0.0301,0
80.1,0.4,0.003,3.7,37.0,28.0,0.1303,1
113.9,-0.91,0.159,19.9,7.2,16.6,0.207,2
71.6,0.09,0.006,6.6,16.7,30.3,0.0652,0
100.6,-0.65,0.112,31.8,3.1,11.5,0.2699,2
88.2,2.84,0.007,10.6,21.6,28.9,0.0945,0
23.2,-0.03,0.005,9.2,82.0,4.5,0.082,0
49.2,1.26,0.0,22.9,34.7,38.3,0.1248,1
138.1,-0.95,0.171,8.9,14.5,43.9,0.2766,2
126.5,0.53,0.007,17.3,26.8,24.3,0.1827,1
68.2,-0.69,0.069,6.9,21.4,33.5,0.1611,1
18.5,-2.56,0.339,9.1,26.7,28.5,0.0975,1
72.4,2.36,0.001,3.0,1.5,15.8,0.3132,2
59.0,0.63,0.006,20.9,25.0,8.4,0.0,0
50.3,1.39,0.002,3.3,21.0,42.6,0.1635,1
62.7,-1.31,0.15,33.1,112.9,47.6,0.1368,1
18.6,2.13,0.003,4.9,1.8,7.5,0.2005,2
18.7,0.84,0.002,5.7,11.6,26.4,0.0,0
103.1,0.27,0.006,6.8,47.0,3.5,0.1182,1
8.1,1.85,0.003,4.8,13.1,6.6,0.0074,0
48.7,-0.59,0.058,8.6,118.4,46.1,0.1564,1
94.7,2.33,0.001,10.5,2.0,20.5,0.2635,2
83.1,-1.19,0.193,1.9,1.0,0.2,0.3237,2
63.8,0.06,0.004,17.8,33.2,0.0,0.0242,0
25.7,-1.69,0.139,10.8,75.2,19.5,0.0223,0
51.6,-2.07,0.331,13.6,1.4,23.1,0.2414,2
93.9,-0.84,0.134,28.1,29.8,47.7,0.2027,2
71.9,-0.29,0.041,16.6,14.8,11.2,0.0512,0
58.3,0.99,0.005,9.6,17.5,24.1,0.0258,0
67.0,-1.16,0.152,3.6,30.8,35.3,0.109,1
125.8,1.06,0.004,9.1,6.4,41.7,0.2901,2
41.9,-0.58,0.054,0.6,18.4,37.3,0.1402,1
89.8,-0.89,0.148,9.7,28.1,21.8,0.029,0
77.8,1.13,0.001,5.7,4.8,18.5,0.145,1
76.7,-0.98,0.131,11.8,12.4,42.0,0.1177,1
29.9,3.29,0.005,3.3,16.0,34.5,0.0564,0
83.7,0.78,0.001,9.7,1.8,14.7,0.2377,2
31.4,-2.46,0.216,15.9,110.4,17.0,0.0073,0
75.1,-0.21,0.037,1.1,1.0,22.4,0.2864,2
95.8,-1.16,0.121,11.3,2.8,8.2,0.2233,2
60.8,-2.95,0.419,35.1,27.6,23.2,0.1332,1
108.5,1.9,0.002,20.9,1.2,12.8,0.2959,2
95.9,1.95,0.004,1.6,70.0,28.0,0.0995,1
69.7,-1.3,0.115,5.9,83.9,48.4,0.1716,1
91.1,1.28,0.001,2.7,16.3,30.6,0.093,0
70.9,1.58,0.004,0.7,21.9,4.6,0.1111,1
31.5,-0.02,0.011,15.6,53.4,23.0,0.0,0
34.4,1.71,0.0,17.8,6.5,14.0,0.1718,1
46.3,0.53,0.007,10.7,13.6,1.5,0.0406,0
38.5,2.06,0.002,1.0,54.4,0.3,0.0995,1
94.4,-2.11,0.21,0.8,11.1,14.9,0.1305,1
7.9,0.27,0.003,8.2,65.7,25.6,0.0667,0
34.2,0.36,0.005,23.2,28.8,29.1,0.0123,0
29.4,-2.08,0.224,1.9,33.8,16.6,0.0466,0
140.8,-1.91,0.331,10.0,26.6,26.9,0.2175,2
123.4,-2.85,0.463,6.9,35.0,5.1,0.2283,2
71.6,0.08,0.001,3.0,48.6,28.5,0.0694,0
22.3,-0.79,0.109,5.5,72.7,44.9,0.0278,0
17.0,-2.32,0.237,6.0,5.6,29.9,0.177,1
78.9,2.19,0.006,1.6,94.4,31.7,0.0719,0
77.9,0.72,0.004,1.9,42.9,38.4,0.137,1
110.9,-1.3,0.197,11.1,18.3,18.8,0.1136,1
110.4,0.37,0.003,1.4,13.3,28.3,0.126,1
81.2,-0.43,0.052,15.2,13.7,21.7,0.1222,1
70.0,-2.81,0.379,18.8,23.2,22.7,0.1325,1
114.5,0.49,0.002,1.2,30.3,39.1,0.1611,1
17.2,2.95,0.002,28.8,29.0,28.7,0.112,1
126.5,2.54,0.006,38.0,6.6,42.3,0.3934,2
91.6,0.19,0.001,0.6,20.2,12.5,0.0468,0
89.7,-0.78,0.079,0.0,19.2,14.0,0.1078,1
83.6,1.01,0.003,29.6,5.7,25.4,0.1071,1
54.4,0.48,0.004,0.9,12.7,23.4,0.0,0
47.9,-0.25,0.035,3.1,22.5,20.4,0.0213,0
136.5,3.35,0.007,6.4,57.3,28.8,0.1997,2
68.4,-0.71,0.121,1.7,10.6,41.4,0.1191,1
144.0,1.72,0.002,5.4,7.3,8.7,0.2899,2
44.4,0.26,0.004,26.2,2.5,39.9,0.2779,2
52.6,0.27,0.001,21.8,23.3,10.5,0.0548,0
99.5,-2.97,0.396,1.7,34.0,0.0,0.1374,1
50.5,1.98,0.004,28.9,5.5,28.3,0.1415,1
100.4,1.51,0.001,12.4,24.0,24.0,0.0509,0
10.9,0.34,0.001,35.3,85.8,14.1,0.084,0
71.4,1.86,0.004,1.9,29.2,34.4,0.0941,0
50.7,0.75,0.001,0.7,22.9,0.0,0.1187,1
23.6,-2.34,0.189,5.4,1.6,29.1,0.2499,2
64.0,-1.75,0.241,45.0,106.8,7.5,0.1909,1
116.8,-0.11,0.034,6.1,15.8,31.8,0.2415,2
25.1,-3.04,0.321,10.4,17.4,8.6,0.0195,0
81.7,2.02,0.007,7.7,39.8,12.7,0.0925,0
38.8,-0.39,0.059,22.6,15.6,9.7,0.0225,0
82.2,0.25,0.003,20.3,17.6,22.1,0.1364,1
52.5,-1.77,0.159,32.6,43.2,18.4,0.1097,1
69.2,1.16,0.007,9.4,6.0,10.3,0.1588,1
31.3,-0.26,0.053,8.2,5.4,5.2,0.1327,1
49.4,-0.59,0.05,0.7,9.1,21.3,0.0575,0
17.4,2.54,0.002,3.7,19.6,2.8,0.1244,1
110.8,2.36,0.001,4.5,24.8,29.3,0.1275,1
48.5,1.35,0.005,7.0,40.7,22.1,0.0,0
74.1,0.38,0.003,1.3,10.9,17.5,0.1371,1
66.0,-0.93,0.139,7.7,6.0,39.2,0.1064,1
29.4,-0.52,0.059,3.1,13.3,10.3,0.0791,0
89.8,-0.6,0.089,35.0,4.8,22.5,0.2077,2
36.3,0.71,0.004,2.3,7.9,27.2,0.0368,0
23.7,-0.06,0.028,1.9,1.8,41.4,0.2449,2
115.2,-0.01,0.002,7.2,1.9,46.4,0.3088,2
89.8,2.77,0.007,26.0,5.9,12.1,0.218,2
44.7,2.06,0.0,1.2,10.1,1.9,0.2368,2
88.5,-1.41,0.252,25.0,71.9,22.1,0.199,2
76.8,0.53,0.002,1.1,16.6,22.3,0.0,0
52.1,-1.4,0.216,1.9,3.4,16.9,0.166,1
66.6,1.08,0.007,1.7,5.1,16.2,0.0895,0
69.7,3.47,0.004,2.6,7.5,17.8,0.1522,1
124.6,-0.64,0.115,13.9,58.8,45.7,0.2065,2
109.3,1.42,0.005,5.5,11.3,9.0,0.1925,1
79.6,2.9,0.006,16.7,68.2,45.3,0.1929,1
59.6,-0.25,0.055,4.0,2.2,12.6,0.1399,1
47.1,0.89,0.003,6.3,49.7,25.7,0.0043,0
60.6,3.09,0.003,6.8,15.2,9.1,0.0377,0
124.9,-1.68,0.227,6.3,56.2,11.5,0.1498,1
100.0,-1.87,0.314,5.1,34.1,29.7,0.063,0
74.3,-2.24,0.369,4.3,7.6,18.8,0.1076,1
35.3,1.36,0.003,18.7,12.3,12.0,0.0997,1
45.0,-1.82,0.312,5.2,31.1,21.5,0.0595,0
80.1,1.01,0.002,1.4,6.6,32.6,0.0766,0
21.0,2.45,0.005,2.2,28.6,31.5,0.0913,0
54.3,-1.19,0.121,12.0,21.0,2.6,0.0986,1
85.4,-1.37,0.181,50.2,10.4,29.6,0.1745,1
21.2,1.21,0.003,11.4,29.2,24.2,0.0,0
42.5,0.09,0.007,0.9,65.6,11.2,0.0,0
55.1,-4.25,0.455,7.4,59.1,2.2,0.1605,1
106.9,2.76,0.004,9.4,19.2,39.7,0.1843,1
68.3,0.99,0.001,8.5,32.3,1.6,0.0424,0
124.2,-0.68,0.115,1.8,12.5,50.9,0.2529,2
104.0,-0.76,0.118,11.0,6.7,3.2,0.2442,2
89.8,1.26,0.001,0.2,26.5,18.4,0.0666,0
76.9,-0.08,0.011,14.2,8.2,2.4,0.2027,2
57.4,0.1,0.006,3.1,8.2,41.0,0.0734,0
103.0,0.27,0.003,33.1,32.9,27.9,0.2065,2
99.7,-1.47,0.259,4.8,52.9,30.8,0.1708,1
90.1,-0.65,0.061,0.7,18.0,28.4,0.0705,0
43.6,-0.34,0.063,46.6,1.1,15.5,0.2664,2
14.6,-1.37,0.159,10.1,31.3,45.7,0.0986,1
70.7,0.49,0.001,8.3,35.1,8.5,0.0947,0
65.4,0.87,0.004,4.4,69.3,12.2,0.06,0
99.8,3.04,0.005,6.0,19.9,2.9,0.1661,1
92.1,-1.37,0.131,5.9,21.6,18.6,0.0,0
89.6,1.6,0.006,3.2,31.3,7.3,0.0606,0
120.4,2.56,0.007,4.2,17.6,32.8,0.1583,1
103.0,1.71,0.005,27.9,5.8,29.0,0.2077,2
79.0,-0.9,0.124,1.9,42.0,26.0,0.0586,0
96.7,-0.56,0.071,6.8,25.2,40.4,0.1937,1
60.2,2.73,0.005,23.5,8.3,19.3,0.0705,0
87.3,-0.34,0.034,14.6,85.8,31.8,0.0776,0
101.2,-0.05,0.016,58.4,44.2,15.2,0.2428,2
96.0,-0.88,0.148,15.2,10.7,2.0,0.2305,2
7.6,1.39,0.0,0.3,1.0,21.4,0.2066,2
72.6,-4.43,0.724,2.3,79.8,32.5,0.2421,2
151.5,-1.46,0.217,26.7,2.8,1.8,0.4551,2
18.2,-1.76,0.219,30.0,10.0,28.5,0.0981,1
91.6,2.86,0.0,8.0,5.1,22.5,0.2301,2
81.3,0.42,0.004,6.0,56.4,17.9,0.0405,0
102.0,-0.36,0.055,9.8,10.2,14.2,0.1461,1
125.4,-0.37,0.033,23.0,8.0,16.5,0.2183,2
38.7,-2.49,0.416,6.3,15.1,41.9,0.1541,1
82.9,2.44,0.001,10.2,120.0,15.1,0.1042,1
36.2,-0.63,0.051,2.6,18.4,10.2,0.0189,0
86.0,1.07,0.006,8.0,1.0,34.6,0.2837,2
72.4,-1.18,0.166,1.5,24.7,27.1,0.0806,0
16.9,-0.11,0.028,0.2,19.9,11.1,0.0,0
80.7,-1.65,0.139,8.6,2.0,42.9,0.295,2
92.7,-0.45,0.05,11.9,47.1,20.9,0.0942,0
79.9,1.87,0.007,2.7,2.3,33.5,0.2052,2
31.6,0.19,0.005,2.2,1.6,12.6,0.2226,2
39.9,0.67,0.005,11.5,33.8,0.0,0.0691,0
136.6,0.11,0.006,9.5,16.3,2.5,0.2333,2
50.8,2.94,0.002,17.2,1.4,13.2,0.1645,1
22.2,-1.47,0.234,3.2,19.4,19.5,0.0603,0
42.5,-0.25,0.059,12.1,12.5,5.7,0.1522,1
67.4,0.34,0.007,2.1,33.4,7.8,0.0,0
76.5,-1.79,0.262,2.9,1.1,21.4,0.1958,1
101.9,0.23,0.004,7.0,10.9,19.9,0.1032,1
55.9,0.05,0.001,17.9,16.8,55.0,0.1246,1
62.1,0.21,0.0,3.5,20.1,29.7,0.0108,0
79.8,0.21,0.004,2.2,30.6,15.9,0.0,0
112.4,-1.21,0.121,9.6,11.6,14.3,0.1157,1
86.1,-2.92,0.407,4.2,6.1,26.7,0.2619,2
76.5,0.33,0.006,5.2,13.5,15.1,0.0332,0
93.5,-1.61,0.158,8.9,8.3,27.7,0.1986,2
78.6,-0.17,0.044,1.0,31.2,0.0,0.0761,0
100.6,-1.35,0.141,3.7,1.2,22.7,0.285,2
33.9,-2.67,0.268,8.7,72.3,22.1,0.0,0
41.5,0.65,0.003,1.5,54.0,35.7,0.0678,0
132.1,1.26,0.002,7.9,9.8,27.0,0.206,2
86.0,1.99,0.002,12.6,2.8,30.5,0.2139,2
126.3,-0.8,0.109,6.9,26.8,19.9,0.1468,1
69.1,0.07,0.006,7.0,74.7,23.4,0.0,0
30.8,0.61,0.001,1.7,66.4,51.2,0.0233,0
129.4,1.84,0.004,0.3,2.5,51.2,0.3371,2
96.0,-3.15,0.37,0.7,13.8,25.1,0.1281,1
103.7,-2.64,0.207,7.1,22.4,40.6,0.1393,1
38.2,2.5,0.006,6.0,44.5,29.6,0.0169,0
125.9,-3.03,0.295,16.8,15.8,27.0,0.2098,2
72.5,1.65,0.002,4.7,16.0,30.7,0.0829,0
118.6,2.4,0.004,26.9,21.3,25.1,0.1831,1
26.1,1.45,0.003,4.1,76.4,21.9,0.0,0
53.3,-1.81,0.225,8.1,7.9,18.7,0.0873,0
111.1,-1.61,0.22,11.2,26.0,12.5,0.102,1
83.9,-0.1,0.043,14.6,82.4,39.4,0.0949,0
12.4,3.15,0.0,10.6,15.1,18.6,0.0409,0
69.4,3.14,0.006,1.3,9.8,18.4,0.1232,1
83.7,0.54,0.0,11.6,8.6,12.2,0.0541,0
102.6,-2.87,0.274,0.0,26.5,24.5,0.1549,1
58.5,0.29,0.007,4.1,15.9,32.0,0.0374,0
22.6,-0.37,0.084,6.5,46.2,15.3,0.0014,0
29.9,0.04,0.007,5.3,7.4,21.8,0.0694,0
21.9,-2.98,0.373,3.1,120.0,13.8,0.0823,0
119.1,0.44,0.007,19.6,56.0,37.3,0.2075,2
48.1,-2.71,0.269,49.8,11.2,35.8,0.2147,2
85.1,-4.55,0.642,10.8,48.8,13.7,0.1515,1
75.1,0.4,0.002,1.3,120.0,24.4,0.0366,0
51.7,3.45,0.004,2.1,120.0,0.0,0.1745,1
48.9,-1.5,0.202,0.0,9.5,26.0,0.0599,0
113.0,-0.85,0.155,4.6,18.3,12.8,0.0851,0
65.0,1.61,0.002,17.2,17.7,9.9,0.0309,0
89.6,2.09,0.007,2.7,29.9,11.5,0.0226,0
54.9,0.19,0.002,5.2,1.9,12.5,0.15,1
94.9,-1.28,0.175,30.0,43.1,43.3,0.2438,2
113.1,2.39,0.006,7.6,5.4,32.8,0.2672,2
51.6,-2.21,0.334,28.1,15.5,21.0,0.0199,0
48.0,-0.94,0.173,0.5,22.7,29.6,0.0315,0
59.8,1.06,0.007,11.2,16.1,28.1,0.0605,0
63.6,-2.82,0.446,1.4,1.8,20.3,0.2498,2
71.6,0.7,0.006,0.3,11.6,35.3,0.0866,0
6.5,2.05,0.007,3.1,14.7,35.5,0.0849,0
10.4,3.02,0.002,0.2,16.8,22.0,0.0934,0
62.7,-0.7,0.11,1.7,92.7,24.1,0.0094,0
45.6,-0.79,0.13,2.2,13.7,13.5,0.0392,0
120.7,1.29,0.006,57.0,23.6,19.2,0.2031,2
95.5,-1.11,0.145,0.6,3.1,19.3,0.1504,1
63.1,-0.56,0.051,30.1,6.4,11.4,0.1259,1
69.0,0.58,0.004,4.8,1.6,30.2,0.2534,2
106.0,0.67,0.002,7.8,16.1,19.4,0.0896,0
58.6,-3.43,0.575,0.3,17.4,13.3,0.1718,1
142.0,-2.1,0.221,0.1,63.7,33.6,0.2626,2
103.9,-3.3,0.485,2.8,29.0,35.1,0.1733,1
119.9,-3.0,0.286,11.6,6.3,50.0,0.33,2
89.8,-2.01,0.177,11.8,1.7,16.1,0.2743,2
29.0,-0.4,0.043,8.8,3.0,31.7,0.1924,1
36.5,-0.23,0.054,6.2,1.6,12.1,0.1979,2
86.8,-3.87,0.446,2.7,84.1,19.4,0.1892,1
19.6,-1.68,0.18,18.2,30.6,28.6,0.1018,1
38.5,-2.73,0.313,8.5,2.0,13.7,0.193,1
70.9,-0.36,0.067,4.2,4.3,2.4,0.2509,2
47.2,-1.18,0.146,1.6,31.2,20.6,0.0,0
52.9,2.27,0.006,10.8,6.4,0.0,0.2258,2
129.4,-0.25,0.02,2.2,19.7,3.9,0.1897,1
41.1,-1.09,0.166,7.4,4.1,26.8,0.1428,1
97.7,-0.47,0.088,5.7,53.8,18.6,0.1181,1
109.4,-1.16,0.16,2.2,20.4,20.2,0.0782,0
57.4,2.41,0.006,15.1,9.0,28.4,0.13,1
81.6,-0.6,0.111,6.1,59.7,21.6,0.0548,0
41.4,0.82,0.0,0.3,18.5,26.1,0.0226,0
124.2,1.42,0.001,7.0,19.6,17.4,0.0906,0
101.3,-1.19,0.108,2.3,12.6,43.1,0.1697,1
53.9,-3.25,0.394,49.7,3.3,6.2,0.3265,2
6.3,-0.87,0.111,10.4,6.1,36.0,0.1412,1
85.9,1.15,0.001,1.0,16.0,15.8,0.0772,0
29.8,-3.05,0.451,7.0,31.0,10.0,0.1371,1
50.2,0.46,0.007,5.0,5.7,33.5,0.1765,1
108.2,1.51,0.001,9.0,4.2,50.6,0.3185,2
59.3,2.5,0.002,10.8,18.4,13.4,0.0205,0
97.8,1.22,0.004,6.0,3.4,44.6,0.3416,2
70.5,0.53,0.002,10.2,14.3,22.2,0.0809,0
50.3,0.33,0.007,3.4,20.5,35.9,0.0594,0
11.7,-2.17,0.298,0.4,16.8,22.7,0.0109,0
112.8,-1.7,0.294,0.6,57.7,21.6,0.1391,1
79.1,-3.12,0.29,19.1,1.7,1.9,0.3109,2
127.2,0.13,0.006,4.2,58.2,20.5,0.173,1
13.3,0.79,0.003,28.7,24.6,15.4,0.0049,0
32.8,0.21,0.005,6.4,4.2,38.6,0.1788,1
68.0,0.51,0.001,18.5,2.7,17.4,0.1411,1
56.5,1.37,0.001,1.5,44.5,1.8,0.037,0
66.3,-2.39,0.231,19.5,1.0,3.7,0.3164,2
34.6,0.11,0.001,27.9,21.7,19.6,0.0814,0
72.4,0.44,0.004,30.8,52.5,26.6,0.123,1
80.8,-0.84,0.125,3.6,66.9,9.9,0.0069,0
79.7,-3.83,0.552,12.7,24.1,13.3,0.1332,1
122.4,-1.84,0.221,0.6,83.6,23.6,0.1511,1
99.5,-0.91,0.16,3.4,26.9,5.4,0.1542,1
49.7,0.27,0.002,4.0,69.0,11.5,0.0091,0
53.5,0.06,0.007,12.3,48.4,31.5,0.1033,1
48.6,3.46,0.002,3.9,1.0,27.5,0.2584,2
74.5,1.7,0.007,0.7,13.0,5.6,0.0849,0
77.1,-0.04,0.007,6.3,12.9,42.0,0.142,1
73.5,0.22,0.007,3.6,9.8,26.8,0.0954,0
93.3,2.29,0.002,14.8,120.0,19.2,0.096,0
126.0,2.36,0.006,7.2,4.0,27.3,0.3172,2
123.5,0.6,0.003,3.7,6.9,17.4,0.2219,2
56.6,3.12,0.003,0.6,2.5,2.0,0.2829,2
83.3,-1.62,0.138,2.5,21.2,11.9,0.0361,0
105.5,-0.05,0.035,1.9,45.0,19.0,0.0882,0
56.6,5.7,0.005,4.3,6.3,17.3,0.2218,2
104.6,1.28,0.007,0.4,20.7,46.6,0.1704,1
79.3,-0.25,0.043,0.4,5.4,45.9,0.1839,1
93.6,0.19,0.003,24.6,1.6,0.0,0.3339,2
122.9,0.32,0.007,22.3,3.2,34.7,0.3038,2
136.2,3.01,0.003,12.4,13.7,31.5,0.3048,2
65.7,1.45,0.007,12.8,5.8,24.0,0.1312,1
95.3,-0.14,0.027,0.8,2.4,18.1,0.2355,2
94.5,-3.02,0.374,1.6,13.3,12.7,0.0809,0
75.9,-1.31,0.165,3.3,27.2,3.7,0.1105,1
35.6,0.11,0.006,6.9,21.3,26.8,0.0,0
54.0,-0.23,0.036,18.8,17.9,54.2,0.1564,1
31.2,1.97,0.007,41.3,15.6,36.0,0.1265,1
36.3,-0.42,0.07,15.1,17.6,19.5,0.0,0
55.4,1.51,0.005,1.7,52.4,2.7,0.0689,0
93.1,-2.65,0.269,22.9,1.0,33.0,0.3593,2
73.9,-0.94,0.098,11.8,15.7,8.4,0.0779,0
79.5,1.25,0.003,0.9,52.4,22.6,0.0023,0
76.3,3.72,0.0,4.2,18.5,38.1,0.1388,1
36.6,-0.26,0.064,16.3,6.3,17.4,0.1391,1
123.5,1.49,0.006,20.6,6.7,22.1,0.1989,2
41.5,2.41,0.007,13.8,25.4,11.1,0.0896,0
14.1,1.72,0.005,6.6,39.2,36.4,0.0342,0
129.0,1.35,0.002,55.3,48.0,27.8,0.2607,2
45.4,-0.64,0.116,0.0,17.7,19.0,0.0,0
68.7,2.74,0.006,1.1,43.3,7.9,0.1192,1
68.4,-2.37,0.32,6.2,7.3,21.1,0.128,1
38.6,-2.28,0.201,12.4,21.2,26.7,0.0,0
52.7,3.36,0.001,0.3,38.9,23.7,0.0223,0
42.2,0.65,0.001,5.6,60.7,18.3,0.0535,0
82.9,-2.23,0.282,2.9,38.3,27.2,0.0272,0
16.8,-2.58,0.434,8.2,50.7,25.9,0.0821,0
62.8,-2.66,0.285,3.8,54.6,28.1,0.0472,0
53.1,3.66,0.004,10.6,7.9,22.8,0.1186,1
72.6,-0.15,0.027,1.6,9.8,37.5,0.1984,2
60.2,-0.93,0.108,14.3,40.4,17.3,0.0446,0
106.6,2.93,0.002,7.9,66.6,31.3,0.2486,2
21.7,0.45,0.0,13.9,41.7,5.4,0.0219,0
1.7,-0.59,0.1,6.7,6.3,19.2,0.0762,0
72.8,1.91,0.001,4.8,120.0,11.8,0.0133,0
73.1,1.08,0.006,2.7,25.2,38.5,0.0959,0
67.4,1.08,0.005,21.7,16.3,29.6,0.0647,0
75.8,-0.49,0.085,5.7,83.9,10.1,0.0286,0
1.5,-1.61,0.169,6.5,56.7,0.3,0.0562,0
65.4,-1.82,0.277,7.5,22.3,21.2,0.0386,0
91.3,0.19,0.001,7.3,11.3,36.0,0.0575,0
69.6,0.01,0.007,8.8,15.8,25.8,0.045,0
73.7,0.87,0.004,1.4,20.0,30.6,0.0581,0
95.3,-0.76,0.153,17.9,23.3,1.6,0.1686,1
25.7,2.3,0.001,4.2,30.4,21.2,0.0,0
95.1,-2.39,0.365,1.7,22.5,16.2,0.1598,1
95.7,0.75,0.005,1.9,51.2,0.0,0.1384,1
11.2,-1.64,0.236,4.5,2.6,19.1,0.1662,1
118.0,-0.44,0.093,3.0,74.0,18.1,0.233,2
40.2,-1.66,0.184,18.0,5.4,13.1,0.11,1
92.6,-0.66,0.072,21.1,8.2,1.2,0.1986,2
43.9,-1.93,0.191,12.4,46.0,16.7,0.013,0
95.1,-1.8,0.232,16.7,13.3,13.4,0.1463,1
134.4,1.73,0.006,0.1,22.7,26.3,0.1618,1
101.8,-2.5,0.356,0.9,22.3,22.7,0.1185,1
22.3,1.17,0.006,16.6,3.5,0.0,0.2502,2
70.0,1.53,0.002,6.3,12.8,8.1,0.0426,0
95.1,1.31,0.006,28.1,60.4,21.2,0.1747,1
71.6,-0.05,0.013,18.9,1.5,23.3,0.2268,2
91.7,-1.97,0.265,4.1,30.4,11.4,0.1118,1
31.7,-2.78,0.465,3.9,17.2,29.1,0.1169,1
114.1,-2.12,0.306,21.4,1.0,26.8,0.3801,2
75.6,-2.11,0.211,5.7,16.4,17.2,0.0161,0
69.5,0.5,0.002,6.0,12.3,14.4,0.1474,1
77.3,-2.55,0.312,7.7,25.3,9.7,0.1069,1
13.0,-0.37,0.07,14.6,5.7,23.7,0.0706,0
44.1,0.07,0.005,4.5,11.2,17.1,0.0183,0
31.9,-0.55,0.047,5.4,22.7,6.9,0.01,0
104.1,-0.49,0.056,6.0,35.4,23.0,0.0649,0
121.8,2.3,0.007,18.2,8.3,11.2,0.1106,1
75.5,0.9,0.004,5.4,31.6,43.3,0.1439,1
88.9,1.27,0.005,17.9,15.6,35.1,0.136,1
94.3,-0.67,0.116,8.1,18.2,32.1,0.1646,1
7.2,1.41,0.005,9.2,19.5,17.2,0.0486,0
28.9,0.55,0.003,10.2,4.8,17.0,0.1611,1
154.2,0.38,0.003,4.8,8.3,20.4,0.305,2
54.1,-0.7,0.055,9.3,39.1,18.6,0.0902,0
63.9,0.43,0.001,2.0,14.3,48.5,0.1425,1
50.8,3.79,0.003,3.8,11.1,22.3,0.0794,0
133.2,1.09,0.003,19.1,2.5,15.9,0.3096,2
128.9,3.08,0.005,4.5,5.0,2.4,0.4313,2
75.1,-3.4,0.244,4.9,19.8,8.6,0.0575,0
78.0,0.13,0.005,23.0,16.4,13.9,0.034,0
49.5,1.48,0.001,4.2,94.4,29.0,0.0017,0
65.1,0.7,0.002,10.4,5.0,11.0,0.1428,1
94.5,0.93,0.007,29.0,6.1,12.1,0.1658,1
41.1,-0.7,0.061,63.4,29.4,24.1,0.157,1
111.5,2.18,0.005,7.7,12.6,4.1,0.2248,2
30.2,-2.88,0.227,9.4,8.9,22.8,0.0728,0
117.8,-0.27,0.033,5.7,1.4,19.8,0.3635,2
76.2,0.22,0.001,13.9,26.2,15.9,0.0146,0
83.9,-1.03,0.134,12.7,49.5,28.1,0.0291,0
123.2,0.05,0.001,4.8,98.2,19.1,0.1597,1
40.8,-3.54,0.567,0.6,15.2,19.7,0.0539,0
57.7,-2.33,0.3,9.8,24.8,29.0,0.0064,0
50.8,2.29,0.005,0.3,5.5,27.6,0.0795,0
109.1,0.44,0.003,10.2,36.2,26.5,0.1434,1
59.7,-0.68,0.134,16.8,9.4,14.7,0.051,0
74.1,1.76,0.007,8.6,48.1,0.0,0.0789,0
121.1,2.5,0.001,4.0,45.9,31.7,0.1747,1
108.2,3.26,0.005,7.0,2.6,37.8,0.3512,2
88.3,-3.4,0.452,4.4,25.4,4.5,0.2136,2
19.8,2.49,0.004,1.2,45.2,37.0,0.0136,0
94.3,-2.09,0.346,3.8,18.6,37.1,0.16,1
107.3,0.54,0.004,6.7,31.5,3.4,0.1192,1
73.9,1.1,0.005,4.2,6.1,18.6,0.0668,0
66.7,2.9,0.001,0.2,24.6,16.7,0.0831,0
107.4,0.84,0.004,1.0,23.2,16.1,0.048,0
130.8,0.5,0.001,1.3,7.9,25.0,0.2495,2
91.3,-1.51,0.242,5.4,64.3,18.2,0.0942,0
70.1,-3.04,0.415,0.4,13.9,13.2,0.068,0
34.1,-1.55,0.28,6.5,30.6,42.9,0.1866,1
97.2,2.53,0.003,0.6,2.3,24.9,0.2702,2
58.4,0.06,0.006,24.3,1.0,12.9,0.2546,2
86.6,2.99,0.004,50.6,73.1,34.7,0.269,2
68.0,-1.29,0.155,4.8,31.5,15.9,0.0445,0
96.5,1.41,0.007,15.2,4.1,0.7,0.323,2
99.3,0.3,0.006,22.5,20.0,32.4,0.1433,1
30.0,2.33,0.007,18.7,2.7,23.2,0.1885,1
47.0,-0.4,0.038,8.1,37.6,0.5,0.1191,1
28.3,-0.23,0.028,6.0,11.7,35.8,0.0804,0
125.5,2.19,0.004,3.9,1.1,20.4,0.3636,2
75.4,-3.76,0.309,0.9,1.0,38.2,0.3429,2
35.4,-0.26,0.026,35.2,7.0,7.4,0.1483,1
101.8,-2.99,0.21,0.6,5.2,26.1,0.1445,1
80.0,-0.05,0.017,2.1,120.0,18.4,0.066,0
140.4,-0.76,0.141,7.1,76.1,27.1,0.2539,2
95.0,1.08,0.006,0.9,53.0,23.9,0.0782,0
78.4,0.84,0.005,12.2,12.1,30.1,0.1395,1
23.6,-0.51,0.061,0.1,1.0,45.3,0.3194,2
113.6,-1.73,0.228,19.0,12.2,35.8,0.2844,2
31.5,0.14,0.0,25.3,36.3,23.3,0.0,0
